交通機関,出発,到着,金額,参照元,備考
JR西日本,加古川,仁豊野,,,自動取得不可
JR西日本,加古川,香呂,,,自動取得不可
JR西日本,加古川,溝口,,,自動取得不可
JR西日本,加古川,福崎,,,自動取得不可
JR西日本,加古川,甘地,,,自動取得不可
JR西日本,加古川,鶴居,,,自動取得不可
JR西日本,加古川,新野,,,自動取得不可
JR西日本,加古川,寺前,,,自動取得不可
JR西日本,加古川,長谷,,,自動取得不可
JR西日本,加古川,生野,,,自動取得不可
JR西日本,加古川,新井,,,自動取得不可
JR西日本,加古川,青倉,,,自動取得不可
JR西日本,加古川,竹田,,,自動取得不可
JR西日本,加古川,和田山,,,自動取得不可
JR西日本,加古川,播磨高岡,,,自動取得不可
JR西日本,加古川,余部,,,自動取得不可
JR西日本,加古川,太市,,,自動取得不可
JR西日本,加古川,本竜野,,,自動取得不可
JR西日本,加古川,東觜崎,,,自動取得不可
JR西日本,加古川,播磨新宮,,,自動取得不可
JR西日本,加古川,千本,,,自動取得不可
JR西日本,加古川,西栗栖,,,自動取得不可
JR西日本,加古川,三日月,,,自動取得不可
JR西日本,加古川,播磨徳久,,,自動取得不可
JR西日本,加古川,佐用,,,自動取得不可
JR西日本,加古川,上月,,,自動取得不可
JR西日本,宝殿,曽根,,,自動取得不可
JR西日本,宝殿,ひめじ別所,,,自動取得不可
JR西日本,宝殿,御着,,,自動取得不可
JR西日本,宝殿,東姫路,,,自動取得不可
JR西日本,宝殿,姫路,,,自動取得不可
JR西日本,宝殿,塚口,,,自動取得不可
JR西日本,宝殿,猪名寺,,,自動取得不可
JR西日本,宝殿,伊丹,,,自動取得不可
JR西日本,宝殿,北伊丹,,,自動取得不可
JR西日本,宝殿,川西池田,,,自動取得不可
JR西日本,宝殿,中山寺,,,自動取得不可
JR西日本,宝殿,宝塚,,,自動取得不可
JR西日本,宝殿,生瀬,,,自動取得不可
JR西日本,宝殿,西宮名塩,,,自動取得不可
JR西日本,宝殿,武田尾,,,自動取得不可
JR西日本,宝殿,道場,,,自動取得不可
JR西日本,宝殿,三田,,,自動取得不可
JR西日本,宝殿,新三田,,,自動取得不可
JR西日本,宝殿,広野,,,自動取得不可
JR西日本,宝殿,相野,,,自動取得不可
JR西日本,宝殿,藍本,,,自動取得不可
JR西日本,宝殿,草野,,,自動取得不可
JR西日本,宝殿,古市,,,自動取得不可
JR西日本,宝殿,南矢代,,,自動取得不可
JR西日本,宝殿,篠山口,,,自動取得不可
JR西日本,宝殿,相生,,,自動取得不可
JR西日本,宝殿,西相生,,,自動取得不可
JR西日本,宝殿,坂越,,,自動取得不可
JR西日本,宝殿,播州赤穂,,,自動取得不可
JR西日本,宝殿,天和,,,自動取得不可
JR西日本,宝殿,備前福河,,,自動取得不可
JR西日本,宝殿,日岡,,,自動取得不可
JR西日本,宝殿,神野,,,自動取得不可
JR西日本,宝殿,厄神,,,自動取得不可
JR西日本,宝殿,市場,,,自動取得不可
JR西日本,宝殿,小野町,,,自動取得不可
JR西日本,宝殿,粟生,,,自動取得不可
JR西日本,宝殿,河合西,,,自動取得不可
JR西日本,宝殿,青野ケ原,,,自動取得不可
JR西日本,宝殿,社町,,,自動取得不可
JR西日本,宝殿,滝野,,,自動取得不可
JR西日本,宝殿,滝,,,自動取得不可
JR西日本,宝殿,西脇市,,,自動取得不可
JR西日本,宝殿,新西脇,,,自動取得不可
JR西日本,宝殿,比延,,,自動取得不可
JR西日本,宝殿,日本へそ公園,,,自動取得不可
JR西日本,宝殿,黒田庄,,,自動取得不可
JR西日本,宝殿,本黒田,,,自動取得不可
JR西日本,宝殿,船町口,,,自動取得不可
JR西日本,宝殿,久下村,,,自動取得不可
JR西日本,宝殿,谷川,,,自動取得不可
JR西日本,宝殿,京口,,,自動取得不可
JR西日本,宝殿,野里,,,自動取得不可
JR西日本,宝殿,砥堀,,,自動取得不可
JR西日本,宝殿,仁豊野,,,自動取得不可
JR西日本,宝殿,香呂,,,自動取得不可
JR西日本,宝殿,溝口,,,自動取得不可
JR西日本,宝殿,福崎,,,自動取得不可
JR西日本,宝殿,甘地,,,自動取得不可
JR西日本,宝殿,鶴居,,,自動取得不可
JR西日本,宝殿,新野,,,自動取得不可
JR西日本,宝殿,寺前,,,自動取得不可
JR西日本,宝殿,長谷,,,自動取得不可
JR西日本,宝殿,生野,,,自動取得不可
JR西日本,宝殿,新井,,,自動取得不可
JR西日本,宝殿,青倉,,,自動取得不可
JR西日本,宝殿,竹田,,,自動取得不可
JR西日本,宝殿,和田山,,,自動取得不可
JR西日本,宝殿,播磨高岡,,,自動取得不可
JR西日本,宝殿,余部,,,自動取得不可
JR西日本,宝殿,太市,,,自動取得不可
JR西日本,宝殿,本竜野,,,自動取得不可
JR西日本,宝殿,東觜崎,,,自動取得不可
JR西日本,宝殿,播磨新宮,,,自動取得不可
JR西日本,宝殿,千本,,,自動取得不可
JR西日本,宝殿,西栗栖,,,自動取得不可
JR西日本,宝殿,三日月,,,自動取得不可
JR西日本,宝殿,播磨徳久,,,自動取得不可
JR西日本,宝殿,佐用,,,自動取得不可
JR西日本,宝殿,上月,,,自動取得不可
JR西日本,曽根,ひめじ別所,,,自動取得不可
JR西日本,曽根,御着,,,自動取得不可
JR西日本,曽根,東姫路,,,自動取得不可
JR西日本,曽根,姫路,,,自動取得不可
JR西日本,曽根,塚口,,,自動取得不可
JR西日本,曽根,猪名寺,,,自動取得不可
JR西日本,曽根,伊丹,,,自動取得不可
JR西日本,曽根,北伊丹,,,自動取得不可
JR西日本,曽根,川西池田,,,自動取得不可
JR西日本,曽根,中山寺,,,自動取得不可
JR西日本,曽根,宝塚,,,自動取得不可
JR西日本,曽根,生瀬,,,自動取得不可
JR西日本,曽根,西宮名塩,,,自動取得不可
JR西日本,曽根,武田尾,,,自動取得不可
JR西日本,曽根,道場,,,自動取得不可
JR西日本,曽根,三田,,,自動取得不可
JR西日本,曽根,新三田,,,自動取得不可
JR西日本,曽根,広野,,,自動取得不可
JR西日本,曽根,相野,,,自動取得不可
JR西日本,曽根,藍本,,,自動取得不可
JR西日本,曽根,草野,,,自動取得不可
JR西日本,曽根,古市,,,自動取得不可
JR西日本,曽根,南矢代,,,自動取得不可
JR西日本,曽根,篠山口,,,自動取得不可
JR西日本,曽根,相生,,,自動取得不可
JR西日本,曽根,西相生,,,自動取得不可
JR西日本,曽根,坂越,,,自動取得不可
JR西日本,曽根,播州赤穂,,,自動取得不可
JR西日本,曽根,天和,,,自動取得不可
JR西日本,曽根,備前福河,,,自動取得不可
JR西日本,曽根,日岡,,,自動取得不可
JR西日本,曽根,神野,,,自動取得不可
JR西日本,曽根,厄神,,,自動取得不可
JR西日本,曽根,市場,,,自動取得不可
JR西日本,曽根,小野町,,,自動取得不可
JR西日本,曽根,粟生,,,自動取得不可
JR西日本,曽根,河合西,,,自動取得不可
JR西日本,曽根,青野ケ原,,,自動取得不可
JR西日本,曽根,社町,,,自動取得不可
JR西日本,曽根,滝野,,,自動取得不可
JR西日本,曽根,滝,,,自動取得不可
JR西日本,曽根,西脇市,,,自動取得不可
JR西日本,曽根,新西脇,,,自動取得不可
JR西日本,曽根,比延,,,自動取得不可
JR西日本,曽根,日本へそ公園,,,自動取得不可
JR西日本,曽根,黒田庄,,,自動取得不可
JR西日本,曽根,本黒田,,,自動取得不可
JR西日本,曽根,船町口,,,自動取得不可
JR西日本,曽根,久下村,,,自動取得不可
JR西日本,曽根,谷川,,,自動取得不可
JR西日本,曽根,京口,,,自動取得不可
JR西日本,曽根,野里,,,自動取得不可
JR西日本,曽根,砥堀,,,自動取得不可
JR西日本,曽根,仁豊野,,,自動取得不可
JR西日本,曽根,香呂,,,自動取得不可
JR西日本,曽根,溝口,,,自動取得不可
JR西日本,曽根,福崎,,,自動取得不可
JR西日本,曽根,甘地,,,自動取得不可
JR西日本,曽根,鶴居,,,自動取得不可
JR西日本,曽根,新野,,,自動取得不可
JR西日本,曽根,寺前,,,自動取得不可
JR西日本,曽根,長谷,,,自動取得不可
JR西日本,曽根,生野,,,自動取得不可
JR西日本,曽根,新井,,,自動取得不可
JR西日本,曽根,青倉,,,自動取得不可
JR西日本,曽根,竹田,,,自動取得不可
JR西日本,曽根,和田山,,,自動取得不可
JR西日本,曽根,播磨高岡,,,自動取得不可
JR西日本,曽根,余部,,,自動取得不可
JR西日本,曽根,太市,,,自動取得不可
JR西日本,曽根,本竜野,,,自動取得不可
JR西日本,曽根,東觜崎,,,自動取得不可
JR西日本,曽根,播磨新宮,,,自動取得不可
JR西日本,曽根,千本,,,自動取得不可
JR西日本,曽根,西栗栖,,,自動取得不可
JR西日本,曽根,三日月,,,自動取得不可
JR西日本,曽根,播磨徳久,,,自動取得不可
JR西日本,曽根,佐用,,,自動取得不可
JR西日本,曽根,上月,,,自動取得不可
JR西日本,ひめじ別所,御着,,,自動取得不可
JR西日本,ひめじ別所,東姫路,,,自動取得不可
JR西日本,ひめじ別所,姫路,,,自動取得不可
JR西日本,ひめじ別所,塚口,,,自動取得不可
JR西日本,ひめじ別所,猪名寺,,,自動取得不可
JR西日本,ひめじ別所,伊丹,,,自動取得不可
JR西日本,ひめじ別所,北伊丹,,,自動取得不可
JR西日本,ひめじ別所,川西池田,,,自動取得不可
JR西日本,ひめじ別所,中山寺,,,自動取得不可
JR西日本,ひめじ別所,宝塚,,,自動取得不可
JR西日本,ひめじ別所,生瀬,,,自動取得不可
JR西日本,ひめじ別所,西宮名塩,,,自動取得不可
JR西日本,ひめじ別所,武田尾,,,自動取得不可
JR西日本,ひめじ別所,道場,,,自動取得不可
JR西日本,ひめじ別所,三田,,,自動取得不可
JR西日本,ひめじ別所,新三田,,,自動取得不可
JR西日本,ひめじ別所,広野,,,自動取得不可
JR西日本,ひめじ別所,相野,,,自動取得不可
JR西日本,ひめじ別所,藍本,,,自動取得不可
JR西日本,ひめじ別所,草野,,,自動取得不可
JR西日本,ひめじ別所,古市,,,自動取得不可
JR西日本,ひめじ別所,南矢代,,,自動取得不可
JR西日本,ひめじ別所,篠山口,,,自動取得不可
JR西日本,ひめじ別所,相生,,,自動取得不可
JR西日本,ひめじ別所,西相生,,,自動取得不可
JR西日本,ひめじ別所,坂越,,,自動取得不可
JR西日本,ひめじ別所,播州赤穂,,,自動取得不可
JR西日本,ひめじ別所,天和,,,自動取得不可
JR西日本,ひめじ別所,備前福河,,,自動取得不可
JR西日本,ひめじ別所,日岡,,,自動取得不可
JR西日本,ひめじ別所,神野,,,自動取得不可
JR西日本,ひめじ別所,厄神,,,自動取得不可
JR西日本,ひめじ別所,市場,,,自動取得不可
JR西日本,ひめじ別所,小野町,,,自動取得不可
JR西日本,ひめじ別所,粟生,,,自動取得不可
JR西日本,ひめじ別所,河合西,,,自動取得不可
JR西日本,ひめじ別所,青野ケ原,,,自動取得不可
JR西日本,ひめじ別所,社町,,,自動取得不可
JR西日本,ひめじ別所,滝野,,,自動取得不可
JR西日本,ひめじ別所,滝,,,自動取得不可
JR西日本,ひめじ別所,西脇市,,,自動取得不可
JR西日本,ひめじ別所,新西脇,,,自動取得不可
JR西日本,ひめじ別所,比延,,,自動取得不可
JR西日本,ひめじ別所,日本へそ公園,,,自動取得不可
JR西日本,ひめじ別所,黒田庄,,,自動取得不可
JR西日本,ひめじ別所,本黒田,,,自動取得不可
JR西日本,ひめじ別所,船町口,,,自動取得不可
JR西日本,ひめじ別所,久下村,,,自動取得不可
JR西日本,ひめじ別所,谷川,,,自動取得不可
JR西日本,ひめじ別所,京口,,,自動取得不可
JR西日本,ひめじ別所,野里,,,自動取得不可
JR西日本,ひめじ別所,砥堀,,,自動取得不可
JR西日本,ひめじ別所,仁豊野,,,自動取得不可
JR西日本,ひめじ別所,香呂,,,自動取得不可
JR西日本,ひめじ別所,溝口,,,自動取得不可
JR西日本,ひめじ別所,福崎,,,自動取得不可
JR西日本,ひめじ別所,甘地,,,自動取得不可
JR西日本,ひめじ別所,鶴居,,,自動取得不可
JR西日本,ひめじ別所,新野,,,自動取得不可
JR西日本,ひめじ別所,寺前,,,自動取得不可
JR西日本,ひめじ別所,長谷,,,自動取得不可
JR西日本,ひめじ別所,生野,,,自動取得不可
JR西日本,ひめじ別所,新井,,,自動取得不可
JR西日本,ひめじ別所,青倉,,,自動取得不可
JR西日本,ひめじ別所,竹田,,,自動取得不可
JR西日本,ひめじ別所,和田山,,,自動取得不可
JR西日本,ひめじ別所,播磨高岡,,,自動取得不可
JR西日本,ひめじ別所,余部,,,自動取得不可
JR西日本,ひめじ別所,太市,,,自動取得不可
JR西日本,ひめじ別所,本竜野,,,自動取得不可
JR西日本,ひめじ別所,東觜崎,,,自動取得不可
JR西日本,ひめじ別所,播磨新宮,,,自動取得不可
JR西日本,ひめじ別所,千本,,,自動取得不可
JR西日本,ひめじ別所,西栗栖,,,自動取得不可
JR西日本,ひめじ別所,三日月,,,自動取得不可
JR西日本,ひめじ別所,播磨徳久,,,自動取得不可
JR西日本,ひめじ別所,佐用,,,自動取得不可
JR西日本,ひめじ別所,上月,,,自動取得不可
JR西日本,御着,東姫路,,,自動取得不可
JR西日本,御着,姫路,,,自動取得不可
JR西日本,御着,塚口,,,自動取得不可
JR西日本,御着,猪名寺,,,自動取得不可
JR西日本,御着,伊丹,,,自動取得不可
JR西日本,御着,北伊丹,,,自動取得不可
JR西日本,御着,川西池田,,,自動取得不可
JR西日本,御着,中山寺,,,自動取得不可
JR西日本,御着,宝塚,,,自動取得不可
JR西日本,御着,生瀬,,,自動取得不可
JR西日本,御着,西宮名塩,,,自動取得不可
JR西日本,御着,武田尾,,,自動取得不可
JR西日本,御着,道場,,,自動取得不可
JR西日本,御着,三田,,,自動取得不可
JR西日本,御着,新三田,,,自動取得不可
JR西日本,御着,広野,,,自動取得不可
JR西日本,御着,相野,,,自動取得不可
JR西日本,御着,藍本,,,自動取得不可
JR西日本,御着,草野,,,自動取得不可
JR西日本,御着,古市,,,自動取得不可
JR西日本,御着,南矢代,,,自動取得不可
JR西日本,御着,篠山口,,,自動取得不可
JR西日本,御着,相生,,,自動取得不可
